model,dataset,F1,TP,PP,FP,FN,threshold,tp_scale,pp_scale,gt_nodes,gt_edges,gen_nodes,gen_edges
deepseek-chat,BD058,0.4736842105263158,10.0,17.0,29.0,14.0,0.6,1.0,1.1,18.0,25.0,23.0,56.0
deepseek-chat,BD060,0.0,0.0,0.0,2.0,23.0,0.6,1.0,1.1,19.0,23.0,2.0,2.0
deepseek-reasoner,BD006,0.1826625386996904,12.0,5.0,26.0,106.0,0.6,1.0,1.1,54.0,176.0,20.0,43.0
deepseek-reasoner,BD007,0.3838383838383838,19.0,0.0,20.0,41.0,0.6,1.0,1.1,20.0,81.0,19.0,39.0
deepseek-reasoner,BD020,0.0773067331670823,1.0,1.0,7.0,30.0,0.6,1.0,1.1,33.0,44.0,4.0,9.0
deepseek-reasoner,BD025,0.2383025027203481,6.0,9.0,31.0,39.0,0.6,1.0,1.1,31.0,68.0,24.0,46.0
deepseek-reasoner,BD035,0.3138075313807531,16.0,5.0,24.0,58.0,0.6,1.0,1.1,13.0,129.0,22.0,45.0
deepseek-reasoner,BD036,0.326556543837357,9.0,7.0,26.0,27.0,0.6,1.0,1.1,35.0,40.0,19.0,42.0
deepseek-reasoner,BD037,0.3952483801295897,15.0,6.0,18.0,38.0,0.6,1.0,1.1,12.0,69.0,7.0,39.0
deepseek-reasoner,BD038,0.3796004206098843,12.0,11.0,23.0,36.0,0.6,1.0,1.1,16.0,100.0,8.0,46.0
deepseek-reasoner,BD039,0.0332326283987915,0.0,1.0,0.0,32.0,0.6,1.0,1.1,35.0,45.0,2.0,1.0
deepseek-reasoner,BD041,0.2448979591836734,12.0,0.0,16.0,58.0,0.6,1.0,1.1,18.0,117.0,7.0,28.0
deepseek-reasoner,BD049,0.250559284116331,9.0,4.0,37.0,30.0,0.6,1.0,1.1,21.0,46.0,15.0,50.0
deepseek-reasoner,BD051,0.0,0.0,0.0,2.0,25.0,0.6,1.0,1.1,19.0,25.0,2.0,2.0
deepseek-reasoner,BD057,0.3432203389830508,7.0,2.0,17.0,14.0,0.6,1.0,1.1,17.0,23.0,18.0,26.0
deepseek-reasoner,BD058,0.4514767932489452,10.0,11.0,24.0,15.0,0.6,1.0,1.1,18.0,25.0,15.0,45.0
deepseek-reasoner,BD060,0.4387001477104875,11.0,7.0,24.0,14.0,0.6,1.0,1.1,19.0,23.0,9.0,42.0
gemini-1.5-flash,BD006,0.2703045685279188,18.0,6.0,33.0,82.0,0.6,1.0,1.1,54.0,176.0,22.0,57.0
gemini-1.5-flash,BD007,0.400352733686067,15.0,14.0,26.0,42.0,0.6,1.0,1.1,20.0,81.0,17.0,55.0
gemini-1.5-flash,BD020,0.434589800443459,13.0,12.0,25.0,26.0,0.6,1.0,1.1,33.0,44.0,10.0,50.0
gemini-1.5-flash,BD025,0.4260869565217391,19.0,10.0,30.0,36.0,0.6,1.0,1.1,31.0,68.0,19.0,59.0
gemini-1.5-flash,BD035,0.3170731707317073,14.0,10.0,26.0,58.0,0.6,1.0,1.1,13.0,129.0,11.0,50.0
gemini-1.5-flash,BD036,0.4505494505494505,15.0,10.0,26.0,24.0,0.6,1.0,1.1,35.0,40.0,11.0,51.0
gemini-1.5-flash,BD037,0.4392523364485981,18.0,10.0,22.0,38.0,0.6,1.0,1.1,12.0,69.0,8.0,50.0
gemini-1.5-flash,BD038,0.4032723772858517,16.0,9.0,27.0,35.0,0.6,1.0,1.1,16.0,100.0,10.0,52.0
gemini-1.5-flash,BD039,0.4605009633911368,14.0,18.0,34.0,22.0,0.6,1.0,1.1,35.0,45.0,26.0,66.0
gemini-1.5-flash,BD041,0.4173343044428259,27.0,3.0,23.0,57.0,0.6,1.0,1.1,18.0,117.0,13.0,53.0
gemini-1.5-flash,BD049,0.4934333958724203,23.0,6.0,26.0,28.0,0.6,1.0,1.1,21.0,46.0,10.0,55.0
gemini-1.5-flash,BD051,0.5994993742177721,19.0,9.0,19.0,13.0,0.6,1.0,1.1,19.0,25.0,9.0,47.0
gemini-1.5-flash,BD057,0.6318289786223278,20.0,12.0,19.0,12.0,0.6,1.0,1.1,17.0,23.0,10.0,51.0
gemini-1.5-flash,BD058,0.4495412844036697,10.0,13.0,28.0,14.0,0.6,1.0,1.1,18.0,25.0,13.0,51.0
gemini-1.5-flash,BD060,0.4489247311827957,9.0,14.0,27.0,14.0,0.6,1.0,1.1,19.0,23.0,13.0,50.0
gemini-2.0-flash,BD006,0.1673212882953653,9.0,3.0,19.0,87.0,0.6,1.0,1.1,54.0,176.0,17.0,31.0
gemini-2.0-flash,BD007,0.2562929061784896,9.0,4.0,16.0,49.0,0.6,1.0,1.1,20.0,81.0,12.0,29.0
gemini-2.0-flash,BD020,0.3781344032096289,15.0,7.0,37.0,25.0,0.6,1.0,1.1,33.0,44.0,31.0,59.0
gemini-2.0-flash,BD025,0.358695652173913,11.0,10.0,26.0,33.0,0.6,1.0,1.1,31.0,68.0,28.0,47.0
gemini-2.0-flash,BD035,0.3404781533388293,19.0,3.0,22.0,58.0,0.6,1.0,1.1,13.0,129.0,10.0,44.0
gemini-2.0-flash,BD036,0.3514644351464435,8.0,16.0,37.0,25.0,0.6,1.0,1.1,35.0,40.0,27.0,61.0
gemini-2.0-flash,BD037,0.2185238784370477,7.0,1.0,16.0,38.0,0.6,1.0,1.1,12.0,69.0,8.0,24.0
gemini-2.0-flash,BD038,0.3309438470728793,10.0,7.0,21.0,35.0,0.6,1.0,1.1,16.0,100.0,9.0,38.0
gemini-2.0-flash,BD039,0.4072948328267477,9.0,8.0,18.0,21.0,0.6,1.0,1.1,35.0,45.0,13.0,35.0
gemini-2.0-flash,BD041,0.2239685658153241,7.0,8.0,22.0,57.0,0.6,1.0,1.1,18.0,117.0,13.0,37.0
gemini-2.0-flash,BD049,0.4664371772805508,26.0,2.0,36.0,26.0,0.6,1.0,1.1,21.0,46.0,26.0,64.0
gemini-2.0-flash,BD051,0.5670995670995671,18.0,3.0,20.0,10.0,0.6,1.0,1.1,19.0,25.0,18.0,41.0
gemini-2.0-flash,BD057,0.5283018867924528,18.0,8.0,28.0,12.0,0.6,1.0,1.1,17.0,23.0,19.0,54.0
gemini-2.0-flash,BD058,0.5263628239499554,19.0,19.0,39.0,14.0,0.6,1.0,1.1,18.0,25.0,41.0,77.0
gemini-2.0-flash,BD060,0.4213649851632047,12.0,4.0,25.0,14.0,0.6,1.0,1.1,19.0,23.0,21.0,41.0
gpt-4.1,BD006,0.3536521282186021,32.0,3.0,44.0,79.0,0.6,1.0,1.1,54.0,176.0,44.0,79.0
gpt-4.1,BD007,0.3524650478292862,19.0,9.0,41.0,47.0,0.6,1.0,1.1,20.0,81.0,35.0,69.0
gpt-4.1,BD020,0.3658536585365853,17.0,10.0,53.0,25.0,0.6,1.0,1.1,33.0,44.0,55.0,80.0
gpt-4.1,BD025,0.3284193284193284,14.0,11.0,51.0,31.0,0.6,1.0,1.1,31.0,68.0,47.0,76.0
gpt-4.1,BD035,0.3807040417209908,27.0,4.0,37.0,58.0,0.6,1.0,1.1,13.0,129.0,30.0,68.0
gpt-4.1,BD036,0.3175853018372703,11.0,13.0,49.0,29.0,0.6,1.0,1.1,35.0,40.0,55.0,73.0
gpt-4.1,BD037,0.3955623565416986,22.0,7.0,42.0,37.0,0.6,1.0,1.1,12.0,69.0,42.0,71.0
gpt-4.1,BD038,0.3768996960486322,16.0,16.0,47.0,35.0,0.6,1.0,1.1,16.0,100.0,36.0,79.0
gpt-4.1,BD039,0.3781634128705711,19.0,13.0,64.0,22.0,0.6,1.0,1.1,35.0,45.0,66.0,96.0
gpt-4.1,BD041,0.2356687898089171,10.0,2.0,15.0,57.0,0.6,1.0,1.1,18.0,117.0,15.0,27.0
gpt-4.1,BD049,0.4111461619348055,19.0,1.0,26.0,30.0,0.6,1.0,1.1,21.0,46.0,13.0,46.0
gpt-4.1,BD051,0.4715447154471544,13.0,8.0,28.0,11.0,0.6,1.0,1.1,19.0,25.0,18.0,49.0
gpt-4.1,BD057,0.4,6.0,0.0,5.0,13.0,0.6,1.0,1.1,17.0,23.0,4.0,11.0
gpt-4.1,BD058,0.2808219178082191,3.0,2.0,7.0,14.0,0.6,1.0,1.1,18.0,25.0,4.0,12.0
gpt-4.1,BD060,0.4729729729729729,12.0,10.0,25.0,14.0,0.6,1.0,1.1,19.0,23.0,16.0,47.0
gpt-4.1-mini,BD006,0.3348115299334811,28.0,4.0,45.0,75.0,0.6,1.0,1.1,54.0,176.0,62.0,77.0
gpt-4.1-mini,BD007,0.2972972972972973,11.0,5.0,23.0,42.0,0.6,1.0,1.1,20.0,81.0,23.0,39.0
gpt-4.1-mini,BD020,0.2785234899328859,5.0,6.0,17.0,26.0,0.6,1.0,1.1,33.0,44.0,9.0,28.0
gpt-4.1-mini,BD025,0.0,0.0,0.0,2.0,68.0,0.6,1.0,1.1,31.0,68.0,2.0,2.0
gpt-4.1-mini,BD035,0.0285714285714285,1.0,0.0,0.0,68.0,0.6,1.0,1.1,13.0,129.0,2.0,1.0
gpt-4.1-mini,BD036,0.1346153846153846,2.0,4.0,21.0,33.0,0.6,1.0,1.1,35.0,40.0,44.0,27.0
gpt-4.1-mini,BD037,0.3647316538882804,15.0,3.0,21.0,37.0,0.6,1.0,1.1,12.0,69.0,31.0,39.0
gpt-4.1-mini,BD038,0.3781344032096289,15.0,7.0,27.0,35.0,0.6,1.0,1.1,16.0,100.0,29.0,49.0
gpt-4.1-mini,BD039,0.1757387247278382,4.0,3.0,25.0,28.0,0.6,1.0,1.1,35.0,45.0,34.0,32.0
gpt-4.1-mini,BD041,0.2967542503863987,17.0,4.0,33.0,58.0,0.6,1.0,1.1,18.0,117.0,33.0,54.0
gpt-4.1-mini,BD049,0.5130142737195634,30.0,1.0,32.0,26.0,0.6,1.0,1.1,21.0,46.0,39.0,63.0
gpt-4.1-mini,BD051,0.429097605893186,10.0,3.0,18.0,13.0,0.6,1.0,1.1,19.0,25.0,23.0,31.0
gpt-4.1-mini,BD057,0.4255874673629243,13.0,6.0,31.0,13.0,0.6,1.0,1.1,17.0,23.0,24.0,50.0
gpt-4.1-mini,BD058,0.3502824858757062,4.0,4.0,8.0,15.0,0.6,1.0,1.1,18.0,25.0,13.0,16.0
gpt-4.1-mini,BD060,0.430379746835443,8.0,4.0,13.0,14.0,0.6,1.0,1.1,19.0,23.0,17.0,25.0
gpt-4o,BD006,0.2852233676975945,18.0,5.0,23.0,81.0,0.6,1.0,1.1,54.0,176.0,16.0,46.0
gpt-4o,BD007,0.4097693351424694,28.0,4.0,42.0,45.0,0.6,1.0,1.1,20.0,81.0,38.0,74.0
gpt-4o,BD020,0.3503184713375796,11.0,5.0,25.0,26.0,0.6,1.0,1.1,33.0,44.0,11.0,41.0
gpt-4o,BD025,0.3319838056680161,12.0,8.0,33.0,33.0,0.6,1.0,1.1,31.0,68.0,20.0,53.0
gpt-4o,BD035,0.3512658227848101,20.0,4.0,24.0,58.0,0.6,1.0,1.1,13.0,129.0,9.0,48.0
gpt-4o,BD036,0.3860845839017736,7.0,13.0,21.0,24.0,0.6,1.0,1.1,35.0,40.0,9.0,41.0
gpt-4o,BD037,0.4111969111969112,18.0,6.0,23.0,38.0,0.6,1.0,1.1,12.0,69.0,11.0,47.0
gpt-4o,BD038,0.3428258488499452,14.0,3.0,19.0,41.0,0.6,1.0,1.1,16.0,100.0,8.0,36.0
gpt-4o,BD039,0.1714285714285714,3.0,0.0,3.0,26.0,0.6,1.0,1.1,35.0,45.0,3.0,6.0
gpt-4o,BD041,0.3382899628252788,20.0,5.0,29.0,60.0,0.6,1.0,1.1,18.0,117.0,13.0,54.0
gpt-4o,BD049,0.2264150943396226,6.0,0.0,5.0,36.0,0.6,1.0,1.1,21.0,46.0,4.0,11.0
gpt-4o,BD051,0.1584158415841584,1.0,4.0,18.0,16.0,0.6,1.0,1.1,19.0,25.0,23.0,23.0
gpt-4o,BD057,0.4327731092436975,7.0,6.0,12.0,15.0,0.6,1.0,1.1,17.0,23.0,7.0,25.0
gpt-4o,BD058,0.4695989650711513,11.0,13.0,27.0,14.0,0.6,1.0,1.1,18.0,25.0,20.0,51.0
gpt-4o,BD060,0.5121951219512194,15.0,9.0,24.0,14.0,0.6,1.0,1.1,19.0,23.0,9.0,48.0
gpt-5,BD006,0.3325855300056085,28.0,3.0,47.0,72.0,0.6,1.0,1.1,54.0,176.0,42.0,78.0
gpt-5,BD007,0.2773437499999999,12.0,4.0,19.0,55.0,0.6,1.0,1.1,20.0,81.0,7.0,35.0
gpt-5,BD020,0.0705128205128205,0.0,2.0,2.0,27.0,0.6,1.0,1.1,33.0,44.0,3.0,4.0
gpt-5,BD025,0.3340270551508845,10.0,11.0,31.0,33.0,0.6,1.0,1.1,31.0,68.0,37.0,52.0
gpt-5,BD035,0.2964426877470356,16.0,5.0,31.0,58.0,0.6,1.0,1.1,13.0,129.0,12.0,52.0
gpt-5,BD036,0.0571428571428571,1.0,0.0,0.0,33.0,0.6,1.0,1.1,35.0,40.0,2.0,1.0
gpt-5,BD037,0.3947858472998137,19.0,4.0,27.0,38.0,0.6,1.0,1.1,12.0,69.0,8.0,50.0
gpt-5,BD038,0.2834890965732087,8.0,2.0,10.0,36.0,0.6,1.0,1.1,16.0,100.0,5.0,20.0
gpt-5,BD039,0.106029106029106,2.0,1.0,9.0,34.0,0.6,1.0,1.1,35.0,45.0,7.0,12.0
gpt-5,BD041,0.2004634994206257,7.0,3.0,10.0,59.0,0.6,1.0,1.1,18.0,117.0,5.0,20.0
gpt-5,BD049,0.4393476044852192,21.0,1.0,26.0,29.0,0.6,1.0,1.1,21.0,46.0,9.0,48.0
gpt-5,BD051,0.4178082191780822,10.0,4.0,17.0,17.0,0.6,1.0,1.1,19.0,25.0,18.0,31.0
gpt-5,BD057,0.5443037974683544,8.0,5.0,6.0,12.0,0.6,1.0,1.1,17.0,23.0,5.0,19.0
gpt-5,BD058,0.424141749723145,12.0,13.0,38.0,14.0,0.6,1.0,1.1,18.0,25.0,32.0,63.0
gpt-5,BD060,0.4656488549618321,15.0,6.0,28.0,14.0,0.6,1.0,1.1,19.0,23.0,29.0,49.0
